	Sample_19291X1	Sample_19291X2	Sample_19291X3	Sample_19291X4	Sample_19291X5	Sample_18341X22	Sample_19291X6	Sample_19291X7	Sample_19291X8	Sample_19291X10	Sample_19291X11	Sample_19291X12	Sample_19291X13	Sample_18341X23	Sample_19291X14	Sample_19291X15	Sample_19291X16	Sample_19291X17	Sample_19291X18	Sample_19291X19	Sample_19291X20	Sample_19291X21	Sample_19291X22	Sample_19291X23	Sample_19291X24	Sample_19291X25	Sample_19291X26	Sample_19291X27	Sample_19291X28	Sample_19291X29	Sample_19291X30	Sample_19291X31	Sample_19291X32	Sample_18341X10	Sample_18341X26	Sample_19291X33	Sample_18341X27	Sample_18341X28	Sample_18341X29	Sample_19291X34	Sample_18341X17	Sample_18341X30	Sample_18341X32	Sample_18341X33	Sample_18341X34	Sample_18341X45	Sample_18341X12	Sample_19291X36	Sample_18341X36	Sample_19291X37	Sample_19291X38	Sample_18341X13	Sample_18341X14	Sample_18341X38	Sample_19291X39	Sample_18341X15	Sample_18341X40	Sample_19291X40	Sample_19291X41	Sample_19291X42	Sample_19291X44	Sample_19291X46	Sample_19291X47	Sample_19291X49	Sample_19291X50	Sample_19291X52	Sample_19291X53	Sample_19291X54	Sample_19291X55	Sample_19291X56	Sample_19291X58	Sample_19291X59	Sample_19291X60	Sample_19291X63	Sample_19291X64	Sample_19291X65	Sample_19291X67	Sample_19291X68	Sample_19291X70	Sample_19291X71	Sample_19291X72	Sample_19291X74	Sample_19291X75	Sample_19291X76	Sample_19291X77	Sample_19291X78	Sample_19291X79	Sample_19291X80	Sample_19291X81	Sample_19291X82	Sample_19291X83	Sample_19291X84	Sample_19291X86	Sample_19291X87	Sample_19291X88	Sample_19291X90	Sample_19291X92	Sample_19291X94	Sample_19291X95	Sample_19291X97	Sample_19291X98	Sample_19291X99	Sample_19291X100	Sample_19291X101	Sample_19291X102	Sample_19291X103	Sample_19291X104	Sample_19291X106	Sample_19291X107	Sample_19291X108	Sample_19291X109	Sample_19291X110	Sample_19291X111	Sample_19291X113	Sample_19291X114	Sample_19291X115	Sample_19291X116	Sample_19291X117	Sample_19291X119	Sample_19291X120	Sample_19291X121	Sample_19291X122	Sample_19291X123	Sample_19291X125	Sample_19291X127	Sample_19291X129	Sample_19291X130	Sample_19291X132	Sample_19291X134	Sample_19291X135	Sample_19291X136	Sample_19291X137	Sample_19291X139	Sample_19291X141	Sample_19291X143	Sample_19291X144	Sample_19291X145	Sample_19291X146	Sample_19291X147	Sample_19291X148	Sample_19291X149	Sample_19291X150	Sample_19291X151	Sample_19291X153	Sample_19291X155	Sample_19291X156	Sample_19291X158	Sample_19291X161	Sample_19291X162	Sample_19291X165	Sample_19291X167	Sample_19291X168	Sample_19291X169	Sample_19291X171	Sample_19291X172	Sample_19291X173	Sample_19291X174	Sample_19291X176	Sample_19291X177	Sample_19291X178	Sample_19291X179	Sample_19291X180	Sample_19291X181	Sample_19291X182	Sample_19291X183	Sample_19291X185	Sample_19291X186	Sample_19291X187	Sample_19291X188	Sample_19291X189	Sample_19291X191	Sample_19291X192	Sample_19291X193	Sample_19291X194	Sample_19291X198	Sample_19291X199	Sample_19291X200	Sample_19291X201	Sample_19291X202	Sample_19291X203	Sample_19291X204	Sample_19291X205	Sample_19291X206	Sample_19291X207	Sample_19291X208	Sample_19291X209	Sample_19291X210	Sample_19291X211	Sample_19291X212	Sample_19291X213	Sample_19291X214	Sample_19291X215	Sample_19291X216	Sample_19291X217	Sample_19291X220	Sample_19291X221	Sample_19291X222	Sample_19291X223	Sample_19291X226	Sample_19291X227	Sample_19291X228	Sample_19291X229	Sample_19291X230	Sample_19291X231	Sample_19291X232	Sample_19291X234	Sample_19291X235	Sample_19291X237	Sample_19291X238	Sample_19291X239	Sample_19291X240	Sample_19291X241	Sample_19291X242	Sample_19291X243	Sample_19291X244	Sample_19291X245	Sample_19291X246	Sample_19291X247	Sample_19291X248	Sample_19291X249	Sample_19291X251	Sample_19291X252	Sample_19291X254	Sample_19291X255	Sample_19291X258	Sample_19291X259	Sample_19291X260	Sample_19291X261	Sample_19291X264	Sample_19291X265	Sample_19291X266	Sample_19291X267	Sample_19291X268	Sample_19291X269	Sample_19291X270	Sample_19291X271	Sample_19291X272	Sample_19291X273	Sample_19291X274	Sample_19291X275	Sample_19291X277	Sample_19291X278	Sample_19291X279	Sample_19291X280	Sample_19291X282	Sample_19291X284	Sample_19291X285	Sample_19291X287	Sample_19291X288	Sample_19291X289	Sample_19291X290	Sample_19291X291	Sample_19291X292	Sample_19291X294	Sample_19291X295	Sample_19291X296	Sample_19291X298	Sample_19291X299	Sample_19291X301	Sample_19291X302	Sample_19291X304	Sample_19291X305
TSPAN6	525.489525909592	1205.09633641321	4852.53890726121	2114.06162102689	1758.38687006427	770.119384954815	3531.96123241727	2082.25276152675	1004.57718120805	1190.11628992879	2346.48852209995	1313.00079001251	3304.208521561	1079.65468141045	2253.63737739989	3004.81210184844	2416.81422924901	2949.39901477832	2524.79769249259	2173.09610884042	4346.29028793517	1988.22439538468	1481.16340694006	1335.8500669344	2438.33365667895	839.487636678925	1166.91979389058	917.107862068965	2534.26382915983	2463.71124134257	1336.47463974466	1184.33475661744	1971.40781401356	376.08678925906	898.302480916031	2461.48813577078	1523.88022198443	1218.89100769133	668.436363636364	1764.4691113795	728.514262919089	2136.26515873447	3047.51702761057	1392.11600744476	2171.05864746777	1846.11524822695	2625.08474056938	653.167512690355	1286.19472559909	589.982378854625	1762.7253179919	2342.79698031814	755.276146788991	2488.8902125602	3.88845014807502	3103.04110982603	1195.86045207145	1818.56635514019	1691.3340712286	1362.1467460655	3201.78097195464	1577.21154265865	1878.93019075341	2316.93613791028	1614.88878632476	1071.03426004488	3847.78610603291	2868.8764742396	3428.00458024119	4329.89366223371	2743.22979821429	3477.55980179967	3066.12384412153	3339.78309563281	3999.72666768634	9224.48027595858	3944.42711335421	3632.7731629393	1623.96306829372	3641.21964617603	9148.6551843991	3427.87765298085	2859.25405066186	649.7002055646	9415.52008482496	3661.39313833827	1152.10956848507	3551.06461510949	1738.47360703812	2684.0	2669.61790274925	2822.88034032924	1520.40272768306	2956.56904303147	5904.62856939438	5854.91455847255	2746.65211842752	1455.14172940114	3498.6707534381	4771.79927009157	4726.79870498666	2530.0747684473	2750.97841726619	1971.87414578005	3406.33503572338	2005.66630064958	4443.53587208952	1240.95140415259	1932.62361482614	1166.8492725517	2637.81504919797	1554.16126282457	878.548937286801	3662.71640559481	909.38017565872	2111.56414986096	1171.36066179299	2087.93669398664	2300.24466781074	2754.19891354247	1816.68399028057	3685.41856309013	1103.56469927523	1551.89828080229	3376.57636462939	2197.3249444781	428.630148900571	3145.94695015529	4377.98713754374	2626.82565772911	3589.06693721221	1245.22920779124	2575.54771653543	2017.38283700114	3772.03875510204	3772.41063286334	4754.5684556812	3377.70043353474	6186.27297543221	2481.48503263274	5716.11130207312	3459.50919052936	1413.17664497553	3281.53799864861	2140.77610407656	6629.89171360867	1886.87702279898	1194.41852665941	3955.57508779428	3190.00170023893	1661.5925372118	1593.81502890173	1640.35213464616	1271.28964145737	1723.73259669547	2617.65902721062	1747.33577723013	3590.50833841295	2815.53667054715	483.33822758259	2881.69620253165	3468.86958424634	1751.59384946185	2054.67564491654	7554.33139688507	1383.41721290635	4320.29409605423	1929.31114668367	3995.76279215686	4273.59966358284	3164.91277929966	5126.10437274546	1819.43101787776	1684.82827367467	2486.07580087741	1949.52912937632	4800.48294768138	3358.51670434885	3955.90686700399	3719.94220320743	3370.69737931034	3838.03544619704	1113.57538802661	3914.09909222571	2219.26340414931	5993.44051843232	2844.16074264706	4470.87548652261	1309.32871576626	3504.16895090954	3274.84975712889	3548.9880397581	2077.77030791437	6610.955	5541.84930601454	5816.7992553691	7344.81030735797	7667.66414469312	3164.53173275372	2303.52351438596	1444.8050491213	1995.65321645894	1954.14501770942	4248.05967090643	2683.55147569277	3501.6343240805	1721.10821181888	8704.25386945607	3640.07519620117	4989.83555467677	5075.27133155749	4045.27008597688	3812.27441258325	3716.99382898352	1974.06960556845	3940.99040925419	2917.59596121892	1963.71505743077	4135.94843690476	3154.10294018342	1434.47192881206	1093.76494616897	2882.2825011953	7156.40189422616	5977.05814547747	2669.5105626649	2275.55882531366	3571.58267716535	2752.70124908266	3442.64552649867	2569.63784764208	2186.84837285459	1866.09376998627	2269.68694349442	9495.10379506344	3561.50839818334	858.069923800986	2507.8676217765	2514.19216277317	5892.30478640528	1301.74346674121	3175.76005798443	4599.09934759994	4394.35311560045	5000.9410058253	2643.28233020798	1645.12684814371	2223.12584335582	4718.61747365158	2865.6286972939	3236.50264516129	3031.0851916321	2601.09084275812	2639.997	3551.94244231268	9425.40661034208	2471.87342810978	2748.92773760527	2567.48372284123	3938.35121575091	4460.42573599075	4017.57299793644
DPM1	1850.07056229327	3288.37457755306	3628.87152479066	1390.04645476773	2924.6332043975	3060.07532626773	4403.73387780519	6067.56422429697	1480.42953020134	4252.89114954222	2150.35432076493	3123.70946071568	5889.23523510236	4990.17426910286	4049.19692814043	5897.38453359834	3782.11067193676	3653.2328705777	2727.40491472965	5122.81638610493	3190.18017916729	2132.79680725604	3248.11928138801	1771.76255153949	3257.67679171809	4676.23160341365	980.217813178284	1656.00993103448	2893.94120300695	3995.66116142781	4308.33101079281	5915.24601226904	2775.2359954795	1664.38208817419	3048.21469465649	5985.56335446022	5981.18891594138	3291.79477677643	2271.31948051948	2892.13734045662	2728.16030872459	5388.82179047467	2045.87260966566	2774.43828802823	2854.87667370621	7507.84341666667	3546.7445867881	1106.38578680203	2878.0198810435	1336.13656387665	3516.88696987978	4148.21623078997	4553.33944954128	3353.79106276596	338.295162882527	3857.21811659332	3102.72909129286	1406.25981308411	3230.10612670096	3096.24667758401	4064.94098454107	3462.88812227166	3870.55910744805	2831.12250006684	3880.73158933466	3165.10124467043	4207.84095063985	10585.5021725636	9234.46196660482	4715.27686777284	11664.5607	5502.71210554516	4131.52708058124	2875.41419702557	7264.91233728186	11288.8278327799	6763.22243383103	5484.11714589989	4639.15305820998	1887.95848875736	7626.14690252398	7743.53225611609	4631.43826305273	2454.41956123238	9006.22879697962	7363.5225147	3816.3629456068	5561.01615583027	4022.74706744868	9020.999	8345.94453393705	2951.67881754553	6291.0667160046	5133.94131406551	7866.22441453791	5025.75223818616	8828.39456461917	5109.85786906968	7410.14898106192	4503.44648101678	9928.43563604503	4956.61228705384	9212.07194244604	5080.74248849105	5967.85836650983	10253.1837841874	4264.54931331884	2420.42403774643	2504.58387466565	7765.53418816288	7189.03814248597	5261.14692843572	5453.20493308843	3968.79316608885	4850.8513174404	3288.97386844159	6747.13521012438	9439.56347438753	2698.10394704584	6224.01015651221	6775.27770803157	5098.72274678112	2958.27836356809	4483.57521489971	4726.8	6060.5079895291	2096.22043622907	8903.35630129121	6620.37079335883	5802.37580268518	8211.3554014398	4291.91392656577	4965.00342614173	3684.91573897803	5035.57142857143	6166.97017353579	7263.64393064897	4282.1253776435	7688.03554231119	6867.10619469027	2941.93210968003	5240.3057246707	6374.07777771379	6638.04962468286	6505.38461112694	4835.07316249154	4715.6389317977	4494.77475516866	8654.41289880374	8301.05414813555	3168.47815137002	3539.67052023121	3974.16383045853	3102.7715130697	3359.93526413023	5115.19603405211	3563.43653459343	6505.15976240794	6529.84400465658	1069.95385422129	3945.39496202532	6349.70644721953	4276.48481563681	9882.55880121396	6629.87644414608	7818.3350631678	9706.10546916766	1657.99744897959	4804.02885784314	9057.37933599664	10066.5631004729	5910.21223654469	3768.28936412967	4258.4784222927	5492.79574853542	6026.09539094833	5033.06634649654	8083.72101098765	3836.43574446746	8009.02910837555	6837.01955255172	12723.2155042992	2724.9844789357	9030.2924709064	9124.49916637236	9687.69504412545	5073.39338235294	6054.9931060614	5095.80607125867	7026.00401744331	4878.60795594715	6092.11315915695	4288.89466085043	11334.4757825	7235.81890284204	9848.71764333727	17629.5013970817	9089.72796757526	4506.43475083661	5239.10219368421	3311.90360160655	6049.32381239117	6006.49912029289	8931.48345692504	6900.26910476126	5029.67383761277	4655.45663852648	13380.5160050209	2861.64771025183	5933.56551259969	8343.73775237206	6091.26819863623	3812.27231792813	3232.39137919207	4254.80848723898	4715.64892880462	7421.50501062145	5879.57446067446	6135.14880952381	4453.53931603715	2983.49014186587	1719.8170334272	2600.73205023321	6541.47213917648	5326.00188757372	5840.38396630552	5083.28474286502	5255.97637795275	6503.29628539941	6499.73686259564	4008.06348246675	3006.91856798368	8853.37166675743	6073.96728624535	6567.54867858112	3671.83312219378	5321.87325773196	5981.86020687679	10792.920851168	4178.89063110788	2900.26806976777	6789.77500397071	5974.77217294228	7925.15600448934	6002.76033908493	10049.2598633815	5799.03301774218	12885.8081906718	9712.89825995032	5019.80805538074	12735.6618464961	3216.01485178397	4980.8734038672	5144.997	4452.6938034742	8313.59498582712	9659.96781688173	7652.79960995378	5255.6573816156	4293.06080004317	5093.84747595459	8141.35864630623
CFH	3213.73759647189	9278.60398673556	2163.97278647257	9623.36704767726	2128.09898120599	6588.93235240994	3500.19708499977	4747.9017210567	10891.7315436242	1130.00813835198	2616.52498646942	3488.69049981378	4290.84041600353	5320.78622896061	1979.22325836533	7193.51783344999	18589.5913280632	4196.54497939991	22906.3491489781	5569.75293690495	4630.92179967324	4171.96036671126	12013.107526183	2182.42746987952	3849.93779513622	3759.46658253854	12525.6185277278	6201.21388137931	5413.37232915627	11778.5081843367	2467.93970360344	4481.29178172049	2607.34581853407	1894.43717781026	11629.070610687	16258.79970143	3457.3463420657	841.429071669594	3943.59038441558	14225.0016302814	5453.80598718303	4066.78539759773	10547.1324255858	7236.56838560949	332.169716244848	8452.27453900709	5716.81738202737	2905.92893401015	1708.55687774346	14579.7833656388	5878.33325409488	1590.67206470747	4176.88488302752	11241.6385110099	5169.78390621915	5372.38927474976	2107.32576438802	4380.7570093458	15154.8556807084	4004.34450829434	1044.02121678955	4862.30691851994	14547.1675338766	36648.4264621617	3529.44297114179	10225.9531058876	7790.46106581353	2450.67578646803	135.667903525046	6667.35092038391	6041.55848214286	2345.02944993949	10187.0241083223	2476.23009872792	5928.16595167063	4491.35481178225	3489.66395386504	3311.27413631523	4018.26387893207	6481.7686606538	40245.2526404532	15813.545895486	4866.85560439075	25160.6957936273	74663.9211339329	22902.9728492443	4692.73950858865	8088.92567697646	7106.94941348973	8477.0	2468.07059088606	1584.2476738882	1054.98207162404	7925.48219524727	10183.3359734494	1590.10755322196	10738.856019656	10964.1556465308	5586.3783010809	63049.3025658775	1696.46748041987	15581.051108742	1652.3309352518	4254.65393094629	10827.3256390665	6931.90292213152	10620.0092301644	18745.5041484498	6953.83263278563	1620.23591796474	3884.19447105618	10307.7543134895	5159.55460194175	18950.8634406432	6936.23798243413	9410.85601319565	1436.67222824948	7697.90084899777	281.977935768571	3454.46774132314	3207.20032315342	3428.70621287554	8782.20009769941	2568.40858452722	34038.6743672302	27562.2102059483	2569.14653876566	3874.14219631439	3112.44433355639	2822.27294597071	9940.60692251469	6634.04293559251	7052.64861354331	18853.4513031941	5127.94932653061	6051.61984815618	12202.6582135359	10830.1297628399	2408.55334121929	12747.3251332965	13169.2383148155	50535.5971716797	2622.09918399079	4479.03599925915	7035.65962784389	28681.301788761	2653.52299976208	4248.19078346028	18303.4284723594	4352.9071266857	5582.57922658015	4679.57928901734	6599.00574370812	35911.4972830444	10719.0446192117	1444.81014320526	15022.5015889656	18351.7833920993	26210.864910943	12372.6324069219	3271.80167088608	4500.09925222504	26092.0204764078	15062.3529969651	9883.4967905478	892.2342555272	7168.8371158799	3200.4375	1808.5931372549	17919.4866396131	8941.77175649254	1651.82350254933	19748.3628413463	10821.4806633439	4936.35731666365	8162.00156289957	14513.7094392323	1754.31701855931	11953.5664926117	7029.82293498517	5344.00272496552	11074.9693111583	36961.9689578714	13225.9924829974	7139.72916495305	8377.12115987629	7815.63491360294	27820.3882376778	30755.0724517602	37632.1518046349	38431.8248701728	15650.0864301953	2280.41165550007	13883.182755	19492.3467376074	5839.3114637201	13046.486514747	29835.4512856418	12428.0864136292	3809.08210526316	13087.5565781109	10162.2544454174	14578.1190422999	7864.80914692656	26118.0261483955	3366.3962352533	7239.13229009977	12418.1694108787	29176.5544430597	7904.18571320418	3827.71932217454	1938.55555232731	35736.148543433	5543.77956321403	7322.34002474865	3277.85056727741	23587.5487839219	16875.8944653576	5727.53264880952	8444.05880071631	8559.25080864885	45498.7373476097	43332.6357909196	5831.43220288021	31155.0041519161	2453.83075816894	11084.9924389908	1401.25093700787	10315.2547370008	17996.9623726312	16695.9539963724	18859.9907941584	3317.16401005226	4386.99462379182	35969.9038047075	26374.7942897524	13018.5574329897	5894.73494441261	5977.31821853806	8830.24659097113	18934.6364950047	2693.91257025331	11769.1779235278	1223.1088664422	20574.4762480166	7049.88791620868	2946.33007118991	7337.24197066588	3779.63197912301	2767.53545059786	3563.64849833148	15886.2908711339	15293.7990908428	39431.733	6133.68988281047	5911.13638990561	14727.7040097735	7890.39704172735	1188.64902506964	3727.08619882241	14921.2063066971	7105.62869830788
ENPP4	78.1719955898567	528.832168904732	1476.49325556124	561.79706601467	1027.98001634527	552.513907528289	2647.36840106775	1319.10433917738	105.744966442953	559.661241098678	1213.74923326718	369.725854227349	1097.12198550443	413.264949822183	2327.09983543609	1601.78699592699	594.02371541502	1931.57411553963	2400.11632496209	1222.09098629934	828.234795663013	818.439100020206	924.484542586751	291.777777777778	1089.17488864577	1952.85808438013	430.463746190748	604.330616275862	1989.79308461377	575.005860415557	508.611543228356	1432.2470947737	396.825314820794	476.10987150881	90.206106870229	1145.11811848515	484.638278884186	1234.62022665539	811.672727272727	782.734417830003	736.05061736308	2029.690844709	4474.99918331394	1196.38581942824	467.161268218117	1326.96808510638	847.597894290427	1133.04568527919	662.199264664876	399.105726872247	771.372759995061	1259.54543003505	1217.8376146789	625.672955467999	466.614017769003	1174.42977990503	318.896120552386	287.142056074766	1920.17709486295	541.172692471289	3009.28502608721	844.93331803428	820.600420141206	728.94693108942	1255.2859795617	996.031860882069	1207.38391224863	893.263811297331	1713.93784786642	3051.67696693878	982.405357142857	1927.89517912076	2721.3963011889	1975.53548390534	752.149857634098	1686.81524401097	1148.18776295721	2947.60809371672	1427.43250588875	4291.2083557694	2580.88786670907	1583.85292354774	1423.93130013041	426.258335925981	3269.00593381657	1211.17583977574	529.093796396677	2681.07586315126	926.993401759531	1172.0	1252.89352345362	1114.12539667747	687.507878482289	1602.24791265254	1678.06690278315	2716.87589498807	443.258476658477	1040.76362102863	1337.8019996759	2621.86773081954	960.468230008704	1243.41132974203	728.071942446043	852.946291560102	731.08939558451	1904.93328465283	1374.82429200668	637.762524231599	912.126098586167	588.697432232307	1696.8631137378	708.471184293857	874.414589346628	516.20217245066	711.688833124216	511.027636488748	1162.39843922003	1150.99510022272	525.328757048296	634.878207333437	1078.27407767662	1882.15450643777	414.84366432609	146.724928366762	1034.69180754226	848.471118534074	380.13549701766	1707.49230133856	2123.73901794127	1511.7469808743	1604.24780305713	748.214091713181	1210.85480314961	518.39077963447	758.530612244898	694.238069414317	954.891910088739	646.583081570997	2544.75887170155	712.418694690266	947.792135269594	1015.1674509914	741.752375467895	790.106688602565	1042.35655116046	2266.85849695328	791.676083655431	777.227421109902	1067.24295730638	793.09434536327	604.763426482166	1066.63005780347	891.193010334079	2106.41324332529	1016.73289883209	1516.54050716026	871.023081686866	986.910306339339	1116.58498253783	817.957000524384	1664.58227848101	2264.8856742212	1028.2896068776	1090.55861153263	1992.7701396348	2336.48802896398	1346.93805151017	1411.80994897959	1311.71274509804	2009.25441547519	922.523703136472	565.15779656804	630.236548704614	578.267331218849	1809.23841006261	1189.244156682	818.687014333258	382.736764628185	1120.39853575451	1844.61534423476	908.414896551724	1075.20131022246	585.172949002217	445.06759072067	1758.39894809601	1378.3015317899	772.352941176471	1679.06347686057	1410.53431409994	533.968602043359	1135.48528962132	531.399278680357	603.689208014329	1047.1175	5088.85128883014	2197.23615707949	3287.1878298665	2651.69133175621	1223.50883180175	792.40701754386	2064.00721303043	1209.06006360063	400.850688302241	970.608563054736	1381.30198539689	511.077732824428	1092.31926323868	1522.86025104603	3645.01759293735	1710.61350232571	1079.0929213758	1146.78268603617	1020.09704331373	2975.64461244593	718.951276102088	1573.209915771	1848.96947402092	638.042097784746	1086.35119047619	1732.57795845832	407.079871689908	1441.97338181013	1734.42297034983	1189.07335287668	1180.03946745054	1269.48376155078	1052.75058596443	1655.76377952756	1693.46376347713	2853.11941619465	974.033252720677	423.39357594741	1206.22886598996	1309.09516728625	3008.65001054821	1086.37321500901	1161.74899148364	2092.52320916905	1104.22607385079	1672.0162293976	966.073767770209	734.659160080398	2326.9021808077	4358.98316498316	2559.7610709453	897.071919661309	1429.21755125325	1271.0178938105	863.60821859164	872.578980490875	2830.47163515017	1217.01328728517	1655.50091207588	3036.0	2387.70598911071	2434.87354487162	1064.1132359617	2171.82295953904	1784.80222841226	1199.76182747258	2244.66470335209	1613.74907139909
SEMA3F	9914.81043109151	9704.86835522036	20964.1833209635	2982.33985330073	10261.7624205343	20120.0064479917	10553.1497440465	14747.3396051776	2855.11409395973	2114.42421159715	20053.8675587227	13845.7544932338	12105.0348835422	24452.3679168854	3798.55293472298	5481.1514137998	4812.07114624506	5023.85493103448	3904.08532079873	1751.07907760036	12263.4690569841	5250.49663834806	7495.2857659306	39748.5667657296	8055.56111132223	2949.2142498802	16492.4664203202	4983.24248275862	5243.41826111324	1489.97449227491	13516.5458161593	2231.22388867176	7987.38133677753	19526.5061167962	5510.08969465649	4533.01712848987	6981.18027787044	8365.5350134777	23842.0371766234	6757.56693852313	8568.83500281728	5419.91262740373	6109.84580262143	14170.6909253869	15921.8512774883	5815.3817606383	19104.7824753543	7264.83566497462	18233.8265472306	5188.3570969163	882.793269772125	5282.4443246158	8985.61788990826	5575.85016196481	17194.7304432379	10567.5986664371	12716.796317538	11802.282128972	7128.32603685136	10582.1880051042	14402.3828434647	15831.0971368413	6555.99863559166	3016.97505741806	7834.71594140235	3969.12396359975	691.305301645338	2167.95779019243	18891.7555658627	10659.9435993696	9978.8	6308.88352013265	2608.2215984148	4475.78158770587	2862.69745146356	3457.32032923528	10707.6476679909	6348.26411075612	8163.77612516445	2460.97912740355	4080.09436264541	7912.41799126805	9267.75857627733	3000.99618760792	2332.96870453325	6514.62330248253	3631.64972674642	4010.83198830671	6942.3431085044	11845.0	29771.2488324694	9003.1657568222	8989.35032510176	24624.0188657675	5520.00031046458	11783.1565632458	31210.055809828	5393.94538163467	10908.8197345	6678.04825336068	10178.8048825192	5978.59289167707	9347.22302158273	6222.4749028133	5009.31352126647	12503.4856105966	3699.05814193551	6692.66456151473	2071.09820405044	10250.3645439136	9826.84531760918	2522.06012602913	1225.83416426135	7486.22849091761	15602.7892095358	8121.25119907919	3774.53237544132	10720.3964365256	3685.02672223584	16189.3961219108	5855.93536124623	7738.24721030043	13490.4722935768	14150.4878660458	4872.2735703511	6350.99231712791	8087.6548948387	3386.2836659061	13493.8541023364	13343.4810046558	2869.93681650804	9254.8861794784	5907.87968503937	9417.85555123717	9052.89795918367	12316.8514099783	9683.2032624413	19038.5019833837	10673.6505914468	8104.5796460177	5688.84759998733	9312.32101738329	3270.96692254535	14162.3278954788	3438.53285075353	3997.67163168585	2318.70347031096	6826.45416104461	10359.0349491781	4088.8419583173	2563.71673406867	4555.51042196532	4669.01588070338	2211.83726237298	4622.43135793532	13351.0620556106	4787.1040664494	7336.54337278659	3430.00462107101	5750.48557944415	2751.29113924051	5796.5683204865	9189.60922580723	2455.55292109256	4732.30233029001	4138.98602623609	17399.569133612	34948.5765306123	21015.7248166667	2362.07650925147	14086.6242562754	7795.8933826831	9929.97705012568	10041.1445953783	1789.71100053242	17817.9541186459	5213.54775945861	4768.26219265948	7927.87631965091	3179.45352896401	4726.79782675862	5482.3471114664	650.677383592018	5800.4348852914	10418.9406083744	7754.75456537019	9549.18833088236	5889.32343675995	2719.94793514128	3335.34064291054	1900.63404142737	5422.17049710636	7547.01432679045	3042.8775	2495.82989160608	1601.61184976601	1787.89754734555	3181.52975054256	24782.4389429616	1599.55833403509	8965.38068279861	1365.9743329863	5593.2492015853	7329.56092963036	7921.6815950141	11087.1533233865	14621.3584036838	1481.10575230126	837.736246783568	6147.72208881806	3364.10648881142	10937.6442336199	8967.21856761006	4320.84970075675	36258.1730966744	5958.28363036309	13713.1886088725	5563.85767642838	1386.46547619048	8066.95274282187	17587.2602574255	1649.47335145261	3629.47408259471	3313.09406256235	6148.86465797985	5431.72560270086	4889.43826830277	5127.14173228346	16257.6891876221	7042.00616150571	7646.99217714631	5076.60818350947	7271.99985201462	10127.1836431227	7533.02332732588	36455.24635892	16501.0730614074	4148.92725558739	4298.1703089676	11653.5138409097	7802.27578138518	2510.96973635306	9844.25189658235	11429.4365881033	3929.60126066842	8029.13778680049	5237.2779127909	8936.41126430038	4628.16474252727	10545.3128137193	2719.4742080089	2515.04161683059	7024.37946807735	3339.003	9561.03655690952	961.722239040097	2104.52447532462	5829.38923827012	3330.04596100279	5187.66711896493	6623.2035295639	6583.9661576558
